FID,fid,gid,geom,rwydirecti,effectived,runway_pk,rwyendid,truebrg,truebrgsrc,magbrg,threshlat,threshlon,codedatum,valgeoaccu,uomgeoaccu,elevaccura,geoidundul,uomdistver,valcrc,verdatum,gradient,tdzelevloc,tdzelev,threshelev,elevtdzacc,tch,vasis,vasisangle,durtax,descrpsnva,meht,uommeht,descrarstd,descrrvr,vfrpattern,txtrmk,uomtch,descrpsnv1,txtrmk_lcl,codeportab,codepsnvas,noboxvasis,elevtdzac1,elevationt,truebearin,slopetdz,apprmarkin,apprmarki1,classlight,precapproc,rwyelement,rmk_light_,rmk_light1,light_desc,gradientrm,bltype,geoiduom,vertaccuom,originalla,originallo,originalsr,originalel,originale1,geoidrefsy,emergencyl,codeintst,codecolour,emenda,emenda_futura
rwydirection.fid--4f6e8018_187234ca30b_-4fd8,605,605,MULTIPOINT ((-42.492383333 -19.478527778)),152,2020-07-16,98,05,30.38,,53,-19.47852778,-42.49238333,WGE,,M,,,M,,EGM_96,,,,238.75,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fd7,606,606,MULTIPOINT ((-45.477711111 -21.600194444000003)),350,2020-07-16,148,04,,,,-21.60019444,-45.47771111,WGE,,M,,,M,,EGM_96,,,,920.442,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fd6,607,607,MULTIPOINT ((-45.470463889 -21.582486111)),351,2020-07-16,148,22,,,,-21.58248611,-45.47046389,WGE,,M,,,M,,EGM_96,,,,918.242,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fd5,608,608,MULTIPOINT ((-43.255172222 -22.801849999999998)),87,2019-11-07,44,10,74.4,,,-22.80185,-43.25517222,WGE,,M,,-5.37,M,,EGM_96,,,,4.95,,,PAPI,,,left and right/3.0°,72,FT,,,,,M,esquerdo e direito/3.0°,,,BOTH,,,,,,,,,,,,,"L5, L9(1),11A, 12A",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fd4,609,609,MULTIPOINT ((-64.71745277800001 -3.3903555560000003)),357,2020-07-16,138,33,,,,-3.39035556,-64.71745278,WGE,,M,,,M,,EGM_96,,,,51.15,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fd3,610,610,MULTIPOINT ((-53.697466667 -24.693183333)),411,2020-07-16,136,02,,,,-24.69318333,-53.69746667,WGE,,M,,,M,,EGM_96,,,,561.36,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fd2,611,611,MULTIPOINT ((-53.697263889 -24.679369444000002)),412,2020-07-16,136,20,,,,-24.67936944,-53.69726389,WGE,,M,,,M,,EGM_96,,,,552.16,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fd1,612,612,MULTIPOINT ((-52.64855 -27.135305556)),437,2020-07-16,77,29,,,,-27.13530556,-52.64855,WGE,,M,,,M,,EGM_96,,,,656.51,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fd0,615,615,MULTIPOINT ((-48.554177778 -27.675158333000002)),41,2020-02-27,21,03,11.53,,,-27.67515833,-48.55417778,WGE,,M,,0.57,M,,EGM_96,,,,4.8,,,,,,,,FT,,,,"RESA - length x width (m):
RWY 03: 120 x 90, provided by the displacement of THR 21
RWY 21: 120 x 90
RWY 14: 240 x 150
RWY 32: 240 x 150",M,,"RESA - comprimento x largura (m)
RWY 03: 120 x 90, provida pelo deslocamento da THR 21
RWY 21: 120 x 90
RWY 14: 240 x 150
RWY 32: 240 x 150",,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fcf,616,616,MULTIPOINT ((-48.551766667 -27.664724999999997)),42,2020-02-27,21,21,191.53,,,-27.664725,-48.55176667,WGE,,M,,0.54,M,,EGM_96,,,,4.8,,,,,,,,FT,,,,"RESA - length x width (m):
RWY 03: 120 x 90, provided by the displacement of THR 21
RWY 21: 120 x 90
RWY 14: 240 x 150
RWY 32: 240 x 150",M,,"RESA - comprimento x largura (m)
RWY 03: 120 x 90, provida pelo deslocamento da THR 21
RWY 21: 120 x 90
RWY 14: 240 x 150
RWY 32: 240 x 150",,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fce,617,617,MULTIPOINT ((-49.417272222 -28.724119444)),464,2019-08-15,80,27,,,,-28.72411944,-49.41727222,WGE,,M,,,M,,,,,,25.38,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fcd,622,622,MULTIPOINT ((-50.149874999999994 -25.187822222)),294,2020-03-26,619,08,,,,-25.18782222,-50.149875,WGE,,M,,,M,,EGM_96,,,,788.65,,,PAPI,,,,35,FT,,,,,FT,,,,,4,,,,,,,,,,,,"L9(2),L12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fcc,626,626,MULTIPOINT ((-45.643055556 -22.269444444)),1063,2020-03-26,6662,16,,,,-22.26944444,-45.64305556,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fcb,627,627,MULTIPOINT ((-45.636944444 -22.276388889)),1064,2020-03-26,6662,34,,,,-22.27638889,-45.63694444,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fca,628,628,MULTIPOINT ((-42.48273055600001 -19.462905556000003)),153,2020-04-23,98,23,210.38,,233,-19.46290556,-42.48273056,WGE,,M,,,M,,EGM_96,,,,239.49,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fc9,629,629,MULTIPOINT ((0 0)),469,2019-09-12,546,11,,,,0,0,WGE,,M,,,M,,,,,,959.92,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fc8,630,630,MULTIPOINT ((0 0)),471,2019-09-12,2555,20,,,,0,0,WGE,,M,,,M,,,,,,84.95,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fc7,631,631,MULTIPOINT ((-69.428138889 -1.400925)),1030,2019-09-12,668,13,,,,-1.400925,-69.42813889,WGE,,M,,,M,,,,,,74.48,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fc6,632,632,MULTIPOINT ((-69.4169 -1.408455556)),1031,2019-09-12,668,31,,,,-1.40845556,-69.4169,WGE,,M,,,M,,,,,,75.32,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fc5,633,633,MULTIPOINT ((-51.529722222000004 -25.391111111)),135,2020-04-23,91,08,,,,-25.39111111,-51.52972222,WGE,,M,,,M,,,,,,1054.46,,,,,,,,FT,,,,RESA:90x60,FT,,RESA:90x60,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fc4,634,634,MULTIPOINT ((-51.515277778 -25.384722222)),136,2020-04-23,91,26,,,,-25.38472222,-51.51527778,WGE,,M,,,M,,,,,,1061.01,,,,,,,,FT,,,,RESA:90x60,FT,,RESA:90x60,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fc3,635,635,MULTIPOINT ((-40.864166667 -2.893055556)),576,2020-04-23,474,14,,,,-2.89305556,-40.86416667,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fc2,636,636,MULTIPOINT ((-40.854444444 -2.897777778)),577,2020-04-23,474,32,,,,-2.89777778,-40.85444444,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fc1,640,640,MULTIPOINT ((-56.403783333 -14.370816667000001)),1224,2021-06-17,644,17,,,,-14.37081667,-56.40378333,WGE,,M,,,FT,,,,,,464.5,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fc0,641,641,MULTIPOINT ((-56.397238889 -14.382577778)),1225,2021-06-17,644,35,,,,-14.38257778,-56.39723889,WGE,,M,,,FT,,,,,,460.2,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fbf,644,644,MULTIPOINT ((0 0)),260,2020-10-08,308,09,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fbe,645,645,MULTIPOINT ((0 0)),261,2020-10-08,308,27,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fbd,646,646,MULTIPOINT ((-36.021444444000004 -8.280252778)),423,2020-10-08,433,13,,,,-8.28025278,-36.02144444,WGE,,M,,,FT,,,,,,576.26,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fbc,647,647,MULTIPOINT ((-36.005658333 -8.284413889)),424,2020-10-08,433,31,,,,-8.28441389,-36.00565833,WGE,,M,,,M,,,,,,559.56,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fbb,655,655,MULTIPOINT ((0 0)),1121,2020-10-08,477,27,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fba,656,656,MULTIPOINT ((-54.177752778 -28.281119444)),318,2020-10-08,123,12,,,,-28.28111944,-54.17775278,WGE,,M,,,M,,EGM_96,,,,311.37,,,AVASIS,,,"2,70°",,FT,,,,,FT,"2,70°",,,,4,,,,,,,,,,"AVASIS 28° 16' 53,56 S 054° 10' 30,69 W
1060,45 ft / 323,23 metros","AVASIS 28° 16' 53,56 S 054° 10' 30,69 W
1060,45 ft / 323,23 metros","L8 (2.70) (1) (2) (5),12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fb9,660,660,MULTIPOINT ((-60.06185 -3.038563889)),53,2020-12-31,27,11,90.0726,,,-3.03856389,-60.06185,WGE,,M,,,M,,EGM_96,,,,76.7,,,PAPI,,,Right/left side (3.00)°,69,FT,,,,"RESA - lengh x width (m)
THR 11: 90 x 90",M,lado direito/esquerdo (3.00)°,"RESA - comprimento x largura (m)
THR 11: 90 x 90",,BOTH,,,,,,,,,,,Nil,,"L3, 9 (1), 12A",Nil,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fb8,661,661,MULTIPOINT ((-41.296311111 -21.693636111)),28,2021-01-28,15,25,226.99,,,-21.69363611,-41.29631111,WGE,,M,,-6.08,M,,EGM_96,,,,16,,,,,,,,M,,,,,M,,,,,,,,,,,,,,,,,L12,"+0,28%/-0,27%/+0,23%
(440M)    (450M)    (650M)",,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fb7,662,662,MULTIPOINT ((-45.871966666999995 -23.219663889)),97,2021-01-28,49,16,134.9,,,-23.21966389,-45.87196667,WGE,,M,,-2.56,M,,EGM_96,,,,619.25,,,PAPI,,,,58,FT,,,,,FT,3.00°,,,,,,,,,,,,,,,,"L2A, 9 (4), 10, 12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fb6,663,663,MULTIPOINT ((-45.853452778000005 -23.236727778)),98,2021-01-28,49,34,314.9,,,-23.23672778,-45.85345278,WGE,,M,,-2.6,M,,EGM_96,,,,646.45,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,"L10, 12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fb5,664,664,MULTIPOINT ((0 0)),620,2021-01-28,3483,23,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fb4,672,672,MULTIPOINT ((-69.944597222 -4.25165)),111,2020-12-03,56,12,115.03,,,-4.25165,-69.94459722,WGE,,M,,18.45,M,,EGM_96,,,,79.68,,,PAPI,,,Left side 3.0°,62,FT,,,,,FT,Esquerdo 3.0°,,,LEFT,,,,,,,,,,,"RWY 12/30 OPR CTN night period due to RWY lateral LGT DIST 8,8M from the edges","RWY 12/30 OPR CTN  período noturno devido LGT      nas laterais da RWY DIST 8,8M das bordas.","L9(2),12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fb3,673,673,MULTIPOINT ((-69.927022222 -4.259825)),112,2020-12-03,56,30,295.03,,,-4.259825,-69.92702222,WGE,,M,,18.45,M,,EGM_96,,,,78.29,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,"RWY 12/30 OPR CTN night period due to RWY lateral LGT DIST 8,8M from the edges","RWY 12/30 OPR CTN  período noturno devido LGT nas laterais da RWY DIST 8,8M das bordas.",L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fb2,680,680,MULTIPOINT ((0 0)),264,2020-08-13,573,13,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fb1,681,681,MULTIPOINT ((0 0)),265,2020-08-13,573,31,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fb0,682,682,MULTIPOINT ((0 0)),757,2021-04-22,511,15,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4faf,688,688,MULTIPOINT ((-37.367925 -5.210186111)),232,2020-12-31,120,05,24.96,,,-5.21018611,-37.367925,WGE,,M,,,M,,EGM_96,,,,18.18,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fae,689,689,MULTIPOINT ((-37.360311111 -5.1937861110000005)),233,2020-12-31,120,23,204.96,,,-5.19378611,-37.36031111,WGE,,M,,,M,,EGM_96,,,,23.11,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fad,690,690,MULTIPOINT ((-67.90219166700001 -9.874330556)),79,2020-11-05,40,06,57.76,,,-9.87433056,-67.90219167,WGE,,M,,24.44,M,,EGM_96,,,633,192.66,,,PAPI,,,on the left side/3.0°,70.6,FT,,,,,M,lado esquerdo/3.0°,,,LEFT,,,FT,,,,,,,,,,"L2A, 9(3), 12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fac,691,691,MULTIPOINT ((-67.88566111099999 -9.863738888999999)),80,2020-11-05,40,24,237.75,,,-9.86373889,-67.88566111,WGE,,M,,24.4,M,,EGM_96,,,,181.97,,,,,,,,FT,,,,,M,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fab,692,692,MULTIPOINT ((-41.285719444 -12.478383333)),204,2020-08-13,108,14,,,,-12.47838333,-41.28571944,WGE,,M,,,M,,EGM_96,,,,505.56,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4faa,703,703,MULTIPOINT ((-52.319788889 -31.711675)),66,2020-12-03,33,24,231.3,,,-31.711675,-52.31978889,WGE,,M,,9.08,M,,EGM_96,,,,16.87,,,,,,,,FT,,,,,M,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fa9,704,704,MULTIPOINT ((-46.562252778 -21.839944444)),293,2020-12-03,126,27,,,,-21.83994444,-46.56225278,WGE,,M,,,M,,EGM_96,,,,1260.71,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fa8,705,705,MULTIPOINT ((-49.720933333 -3.795305556)),368,2020-12-03,142,02,,,,-3.79530556,-49.72093333,WGE,,M,,,M,,EGM_96,,,,251.35,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fa7,706,706,MULTIPOINT ((-49.719666667 -3.777261111)),369,2020-12-03,142,20,,,,-3.77726111,-49.71966667,WGE,,M,,,M,,EGM_96,,,,241.99,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fa6,729,729,MULTIPOINT ((-43.978177777999996 -19.623522222000002)),17,2021-06-17,10,16,138.79,YES,138.79,-19.62352222,-43.97817778,WGE,,M,,-7.75,M,,EGM_96,,,,827,,,PAPI,,,left and right/3.0°,61,FT,,,,"Porous friction layer in all RWY.
RESA: 230 X 120",M,Esquerdo e Direito/3.00,"Camada porosa de atrito em toda pista.
RESA: 230 X 120",,BOTH,,,,,,,,,,,PAPI available,PAPI existente,"L4, 9(1), 12A",Ver ADC/ See ADC,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fa5,730,730,MULTIPOINT ((-38.310069444 -12.906066667000001)),94,2021-07-15,47,28,258.24,,,-12.90606667,-38.31006944,WGE,,M,,-10.95,M,,EGM_96,,,,19.28,,,PAPI,,,"left / 3,00°",59,FT,,,,"RESA - length x width (m):
240X150",FT,"esquerdo / 3,00°","RESA - length x width (m):
240X150",,,,,,,,,,,,,,,"L9(10)(11), 12A","-0,69%/0%\n(1505M)/(1500M)
Ver ADC/See ADC",,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fa4,759,759,MULTIPOINT ((0 0)),772,2021-08-12,5448,17,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fa3,760,760,MULTIPOINT ((0 0)),773,2021-08-12,5448,35,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fa2,779,779,MULTIPOINT ((-52.383163889 -15.856824999999999)),515,2020-12-31,74,25,230.95,,,-15.856825,-52.38316389,WGE,,M,,,M,,,,,,351.18,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fa1,784,784,MULTIPOINT ((0 0)),244,2021-03-25,570,11,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4fa0,785,785,MULTIPOINT ((0 0)),245,2021-03-25,570,29,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f9f,790,790,MULTIPOINT ((-45.5225 -23.04385)),344,2020-11-05,3649,08,,,,-23.04385,-45.5225,WGE,,M,,,M,,EGM_96,,,,585.61,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f9e,791,791,MULTIPOINT ((-45.510280556 -23.036391667)),345,2020-11-05,3649,26,,,,-23.03639167,-45.51028056,WGE,,M,,,M,,EGM_96,,,,573.8,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f9d,792,792,MULTIPOINT ((-44.229949999999995 -2.580313889)),102,2020-08-13,51,24,219,,,-2.58031389,-44.22995,WGE,,M,,-24.53,M,,EGM_96,,,,43.67,,,PAPI,3,,Right and left/3.0°,56,FT,,,,Last 90M CLSD due to RESA.,FT,Direito e Esquerdo/3.0°,Últimos 90M CLSD para provimento de RESA.,,,4,,,,,,,,,,"PAPI\n02° 34' 58,1472 S\n044°13' 55,1164 W\n1171,52 ft /357,08m",,"L9(7), L12A",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f9c,793,793,MULTIPOINT ((-46.795316667 -23.201422221999998)),137,2020-08-13,93,02,,,,-23.20142222,-46.79531667,WGE,,M,,,M,,,,,,533.03,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f9b,794,794,MULTIPOINT ((-46.795069444 -23.215416667)),138,2020-08-13,93,20,,,,-23.21541667,-46.79506944,WGE,,M,,,M,,,,,,536.9,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,"L9 (1), 12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f9a,796,796,MULTIPOINT ((-49.182908333 -25.522094444)),35,2021-06-17,18,15,134.55,,,-25.52209444,-49.18290833,WGE,,M,,3.54,M,,EGM_96,,,,906,,,PAPI,,,,61,FT,,,,RESA: 90x90,M,,,,,,,,,,,,,,,,,"L5, 9 (2.98)(1), 11, 12A",Ver ADC / See ADC,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f99,799,799,MULTIPOINT ((-51.271569444 -20.821177778)),573,2020-09-10,1129,08,,,,-20.82117778,-51.27156944,WGE,,M,,,M,,,,,,379.53,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f98,806,806,MULTIPOINT ((-35.803313889 -9.508638889)),49,2021-08-12,25,12,100.7,,,-9.50863889,-35.80331389,WGE,,M,,-8.86,M,,EGM_96,,,,118.32,,,PAPI,,,3.00°,60,FT,,,,,M,,,,BOTH,,,,,,,,,,,,,"L9 (3), 12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f97,807,807,MULTIPOINT ((-35.781025 -9.512819444)),50,2021-08-12,25,30,280.7,,,-9.51281944,-35.781025,WGE,,M,,-8.86,M,,EGM_96,,,,111.75,,,,,,,,FT,,,,,M,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f96,808,808,MULTIPOINT ((-55.951594444 2.2234833330000003)),236,2020-10-08,2788,10,,,,2.22348333,-55.95159444,WGE,,M,,,M,,EGM_96,,,,340.27,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f95,809,809,MULTIPOINT ((-55.933802778 2.226136111)),237,2020-10-08,2788,28,,,,2.22613611,-55.93380278,WGE,,M,,,M,,EGM_96,,,,341.72,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f94,810,810,MULTIPOINT ((-42.833905556 -22.920861111)),1071,2020-10-08,196,09,,,,-22.92086111,-42.83390556,WGE,,M,,,M,,,,,,1.22,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f93,811,811,MULTIPOINT ((-42.826525 -22.917424999999998)),1072,2020-10-08,196,27,,,,-22.917425,-42.826525,WGE,,M,,,M,,,,,,1.55,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f92,823,823,MULTIPOINT ((-50.652066667 -24.325933333000002)),360,2021-06-17,140,02,1.69648889,,,-24.32593333,-50.65206667,WGE,,M,,,M,,EGM_96,,,,796.23,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-29,2023-01-26
